ticker,company_name,sector,year,has_1c,boilerplate_count,boilerplate_ratio,matched_phrases
AMD,ADVANCED MICRO DEVICES INC,Semiconductors,2022,False,9,0.000513,we cannot guarantee ; we cannot assure ; we may be subject to ; we may experience ; there can be no assurance ; from time to time ; could adversely affect ; may adversely affect ; could have a material adverse effect
AMD,ADVANCED MICRO DEVICES INC,Semiconductors,2023,True,10,0.00051,we cannot guarantee ; we cannot assure ; we may be subject to ; we may experience ; there can be no assurance ; from time to time ; could adversely affect ; may adversely affect ; could have a material adverse effect ; threat actors
AMD,ADVANCED MICRO DEVICES INC,Semiconductors,2024,True,10,0.00051,we cannot guarantee ; we cannot assure ; we may be subject to ; we may experience ; there can be no assurance ; from time to time ; could adversely affect ; may adversely affect ; could have a material adverse effect ; threat actors
AMD,ADVANCED MICRO DEVICES INC,Semiconductors,2025,True,10,0.00049,we cannot guarantee ; we cannot assure ; we may be subject to ; we may experience ; there can be no assurance ; from time to time ; could adversely affect ; may adversely affect ; could have a material adverse effect ; threat actors
CRUS,"CIRRUS LOGIC, INC.",Semiconductors,2022,False,8,0.000676,we may experience ; there can be no assurance ; we cannot predict ; from time to time ; could adversely affect ; may adversely affect ; could have a material adverse effect ; threat actors
CRUS,"CIRRUS LOGIC, INC.",Semiconductors,2023,False,8,0.000619,we may experience ; there can be no assurance ; we cannot predict ; from time to time ; could adversely affect ; may adversely affect ; could have a material adverse effect ; threat actors
CRUS,"CIRRUS LOGIC, INC.",Semiconductors,2024,True,9,0.00065,we may be subject to ; we may experience ; there can be no assurance ; we cannot predict ; from time to time ; could adversely affect ; may adversely affect ; could have a material adverse effect ; threat actors
CRUS,"CIRRUS LOGIC, INC.",Semiconductors,2025,True,9,0.000601,we may be subject to ; we may experience ; there can be no assurance ; we cannot predict ; from time to time ; could adversely affect ; may adversely affect ; could have a material adverse effect ; threat actors
INTC,INTEL CORP,Semiconductors,2022,False,8,0.000539,we cannot guarantee ; we may be subject to ; we may experience ; from time to time ; could adversely affect ; may adversely affect ; could have a material adverse effect ; may not be sufficient
INTC,INTEL CORP,Semiconductors,2023,False,9,0.000535,we cannot guarantee ; we may be subject to ; we may experience ; there can be no assurance ; from time to time ; could adversely affect ; may adversely affect ; could have a material adverse effect ; threat actors
INTC,INTEL CORP,Semiconductors,2024,False,9,0.000532,we cannot guarantee ; we may be subject to ; we may experience ; there can be no assurance ; from time to time ; could adversely affect ; could have a material adverse effect ; may not be sufficient ; threat actors
INTC,INTEL CORP,Semiconductors,2025,False,7,0.00045,we cannot guarantee ; we may be subject to ; from time to time ; could adversely affect ; could have a material adverse effect ; may not be sufficient ; threat actors
MXL,"MAXLINEAR, INC",Semiconductors,2022,False,13,0.00048,we cannot guarantee ; we cannot assure ; we may be subject to ; we may experience ; there can be no assurance ; we cannot predict ; from time to time ; could adversely affect ; may adversely affect ; could have a material adverse effect ; threat actors ; applicable laws and regulations ; subject to various laws and regulations
MXL,"MAXLINEAR, INC",Semiconductors,2023,True,14,0.000493,we cannot guarantee ; we cannot assure ; we may be subject to ; we may experience ; there can be no assurance ; we cannot predict ; from time to time ; could adversely affect ; may adversely affect ; could have a material adverse effect ; may not be sufficient ; threat actors ; applicable laws and regulations ; subject to various laws and regulations
MXL,"MAXLINEAR, INC",Semiconductors,2024,True,14,0.000456,we cannot guarantee ; we cannot assure ; we may be subject to ; we may experience ; there can be no assurance ; we cannot predict ; from time to time ; could adversely affect ; may adversely affect ; could have a material adverse effect ; may not be sufficient ; threat actors ; applicable laws and regulations ; subject to various laws and regulations
MXL,"MAXLINEAR, INC",Semiconductors,2025,True,14,0.000481,we cannot guarantee ; we cannot assure ; we may be subject to ; we may experience ; there can be no assurance ; we cannot predict ; from time to time ; could adversely affect ; may adversely affect ; could have a material adverse effect ; may not be sufficient ; threat actors ; applicable laws and regulations ; subject to various laws and regulations
NVEC,NVE CORP /NEW/,Semiconductors,2022,False,0,0.0,
NVEC,NVE CORP /NEW/,Semiconductors,2023,False,5,0.001599,there can be no assurance ; we cannot predict ; from time to time ; could adversely affect ; could have a material adverse effect
NVEC,NVE CORP /NEW/,Semiconductors,2024,False,0,0.0,
NVEC,NVE CORP /NEW/,Semiconductors,2025,False,0,0.0,
POWI,POWER INTEGRATIONS INC,Semiconductors,2022,False,5,0.000891,we cannot assure ; from time to time ; could adversely affect ; may adversely affect ; could have a material adverse effect
POWI,POWER INTEGRATIONS INC,Semiconductors,2023,True,7,0.000976,we cannot guarantee ; we cannot assure ; from time to time ; could adversely affect ; may adversely affect ; security measures in place ; we are committed to protecting
POWI,POWER INTEGRATIONS INC,Semiconductors,2024,True,8,0.001078,we cannot guarantee ; we cannot assure ; from time to time ; could adversely affect ; may adversely affect ; could have a material adverse effect ; security measures in place ; we are committed to protecting
POWI,POWER INTEGRATIONS INC,Semiconductors,2025,True,8,0.000775,we cannot guarantee ; we cannot assure ; from time to time ; could adversely affect ; may adversely affect ; could have a material adverse effect ; security measures in place ; we are committed to protecting
AAPL,Apple Inc.,Technology,2022,False,6,0.000587,there can be no assurance ; from time to time ; could adversely affect ; could have a material adverse effect ; may not be sufficient ; applicable laws and regulations
AAPL,Apple Inc.,Technology,2023,True,6,0.000552,there can be no assurance ; from time to time ; could adversely affect ; could have a material adverse effect ; may not be sufficient ; applicable laws and regulations
AAPL,Apple Inc.,Technology,2024,True,4,0.000389,there can be no assurance ; from time to time ; may not be sufficient ; applicable laws and regulations
AAPL,Apple Inc.,Technology,2025,True,3,0.000296,from time to time ; could have a material adverse effect ; may not be sufficient
AMPL,"Amplitude, Inc.",Technology,2022,False,9,0.000369,we cannot assure ; we may be subject to ; we may experience ; there can be no assurance ; we cannot predict ; from time to time ; could adversely affect ; may adversely affect ; could have a material adverse effect
AMPL,"Amplitude, Inc.",Technology,2023,True,10,0.000403,we cannot assure ; we may be subject to ; we may experience ; there can be no assurance ; we cannot predict ; from time to time ; could adversely affect ; may adversely affect ; could have a material adverse effect ; threat actors
AMPL,"Amplitude, Inc.",Technology,2024,True,10,0.000377,we cannot assure ; we may be subject to ; we may experience ; there can be no assurance ; we cannot predict ; from time to time ; could adversely affect ; may adversely affect ; could have a material adverse effect ; threat actors
AMPL,"Amplitude, Inc.",Technology,2025,True,10,0.000369,we cannot assure ; we may be subject to ; we may experience ; there can be no assurance ; we cannot predict ; from time to time ; could adversely affect ; may adversely affect ; could have a material adverse effect ; threat actors
GOOGL,Alphabet Inc.,Technology,2022,False,9,0.000835,we cannot guarantee ; we may be subject to ; we may experience ; there can be no assurance ; from time to time ; may adversely affect ; may not be sufficient ; unauthorized access to our systems ; we devote significant resources
GOOGL,Alphabet Inc.,Technology,2023,True,9,0.000771,we cannot guarantee ; we may be subject to ; we may experience ; there can be no assurance ; from time to time ; may adversely affect ; may not be sufficient ; unauthorized access to our systems ; we devote significant resources
GOOGL,Alphabet Inc.,Technology,2024,True,8,0.000624,we cannot guarantee ; we may be subject to ; we may experience ; there can be no assurance ; from time to time ; may not be sufficient ; unauthorized access to our systems ; we devote significant resources
GOOGL,Alphabet Inc.,Technology,2025,True,9,0.000689,we cannot guarantee ; we may be subject to ; we may experience ; there can be no assurance ; from time to time ; could adversely affect ; may not be sufficient ; unauthorized access to our systems ; we devote significant resources
GTLB,Gitlab Inc.,Technology,2022,False,13,0.000484,we cannot guarantee ; we cannot assure ; we may be subject to ; we may experience ; there can be no assurance ; we cannot predict ; from time to time ; could adversely affect ; may adversely affect ; could have a material adverse effect ; may not be sufficient ; security measures in place ; applicable laws and regulations
GTLB,Gitlab Inc.,Technology,2023,False,13,0.000471,we cannot guarantee ; we cannot assure ; we may be subject to ; we may experience ; there can be no assurance ; we cannot predict ; from time to time ; could adversely affect ; may adversely affect ; could have a material adverse effect ; may not be sufficient ; security measures in place ; applicable laws and regulations
GTLB,Gitlab Inc.,Technology,2024,True,13,0.00046,we cannot guarantee ; we cannot assure ; we may be subject to ; we may experience ; there can be no assurance ; we cannot predict ; from time to time ; could adversely affect ; may adversely affect ; could have a material adverse effect ; may not be sufficient ; security measures in place ; applicable laws and regulations
GTLB,Gitlab Inc.,Technology,2025,True,13,0.000473,we cannot guarantee ; we cannot assure ; we may be subject to ; we may experience ; there can be no assurance ; we cannot predict ; from time to time ; could adversely affect ; may adversely affect ; could have a material adverse effect ; may not be sufficient ; security measures in place ; applicable laws and regulations
MSFT,MICROSOFT CORP,Technology,2022,False,7,0.00068,we may be subject to ; we may experience ; from time to time ; could adversely affect ; may adversely affect ; malicious actors ; applicable laws and regulations
MSFT,MICROSOFT CORP,Technology,2023,False,7,0.000699,we may be subject to ; we may experience ; from time to time ; could adversely affect ; may adversely affect ; malicious actors ; applicable laws and regulations
MSFT,MICROSOFT CORP,Technology,2024,True,8,0.000665,we may be subject to ; we may experience ; from time to time ; could adversely affect ; may adversely affect ; threat actors ; malicious actors ; applicable laws and regulations
MSFT,MICROSOFT CORP,Technology,2025,True,8,0.00071,we may be subject to ; we may experience ; from time to time ; could adversely affect ; threat actors ; malicious actors ; unauthorized access to our systems ; evolving regulatory landscape
SCSC,"SCANSOURCE, INC.",Technology,2022,False,6,0.000812,we may be subject to ; we may experience ; there can be no assurance ; from time to time ; could adversely affect ; may adversely affect
SCSC,"SCANSOURCE, INC.",Technology,2023,False,6,0.000875,we may be subject to ; we may experience ; there can be no assurance ; from time to time ; could adversely affect ; may adversely affect
SCSC,"SCANSOURCE, INC.",Technology,2024,True,8,0.001018,we may be subject to ; we may experience ; there can be no assurance ; we cannot predict ; from time to time ; could adversely affect ; may adversely affect ; may not be sufficient
SCSC,"SCANSOURCE, INC.",Technology,2025,True,8,0.000978,we may be subject to ; we may experience ; there can be no assurance ; we cannot predict ; from time to time ; could adversely affect ; may adversely affect ; may not be sufficient
U,Unity Software Inc.,Technology,2022,False,14,0.000591,we cannot guarantee ; we cannot assure ; we may be subject to ; we may experience ; there can be no assurance ; we cannot predict ; from time to time ; could adversely affect ; may adversely affect ; threat actors ; malicious actors ; reasonable security measures ; applicable laws and regulations ; evolving regulatory landscape
U,Unity Software Inc.,Technology,2023,True,13,0.000532,we cannot guarantee ; we cannot assure ; we may be subject to ; we may experience ; there can be no assurance ; we cannot predict ; from time to time ; could adversely affect ; may adversely affect ; threat actors ; malicious actors ; reasonable security measures ; evolving regulatory landscape
U,Unity Software Inc.,Technology,2024,True,12,0.000497,we cannot guarantee ; we cannot assure ; we may be subject to ; we may experience ; we cannot predict ; from time to time ; could adversely affect ; may adversely affect ; threat actors ; malicious actors ; reasonable security measures ; evolving regulatory landscape
U,Unity Software Inc.,Technology,2025,True,12,0.000485,we cannot guarantee ; we cannot assure ; we may be subject to ; we may experience ; we cannot predict ; from time to time ; could adversely affect ; may adversely affect ; threat actors ; malicious actors ; reasonable security measures ; evolving regulatory landscape
